layer,condition,contrast,est,lo,hi,p_exact
13,moderator_next,harm_minus_neutral,0.929824210614542,0.5405063203253817,1.3191421009037023,0.0006868131868131869
13,moderator_next,suffer_minus_neutral,0.10885924479188291,-0.37172505767294894,0.5894435472567148,0.6031746031746031
13,moderator_next,harm_minus_suffer,0.8209649658226591,0.3766481313096215,1.2652818003356967,0.0009157509157509158
14,assistant_next,harm_minus_neutral,1.329911861744389,0.8486406276551767,1.8111830958336013,0.00022893772893772894
14,assistant_next,suffer_minus_neutral,0.23809167651998753,-0.4691340654500934,0.9453174184900685,0.4523809523809524
14,assistant_next,harm_minus_suffer,1.0918201852244014,0.42156369081512535,1.7620766796336773,0.0004578754578754579
14,user_next,harm_minus_neutral,1.4256920342022377,0.9626364989254985,1.8887475694789768,0.00022893772893772894
14,user_next,suffer_minus_neutral,1.44435318647019,0.8410412896477137,2.0476650832926664,0.007936507936507936
14,user_next,harm_minus_suffer,-0.018661152267952286,-0.5615123826067384,0.5241900780708338,0.9285714285714286
14,moderator_next,harm_minus_neutral,0.9223716646755549,0.40472297139058877,1.4400203579605209,0.0018315018315018315
14,moderator_next,suffer_minus_neutral,0.3464392403021197,-0.28103128328009985,0.9739097638843393,0.2698412698412698
14,moderator_next,harm_minus_suffer,0.5759324243734352,0.008465546110264843,1.1433993026366056,0.037316849816849816
15,assistant_next,harm_minus_neutral,1.1086365272806238,0.6528481279862526,1.564424926574995,0.0004578754578754579
15,assistant_next,suffer_minus_neutral,-0.3101921710920329,-0.8228871385147144,0.2025027963306486,0.20634920634920634
15,assistant_next,harm_minus_suffer,1.4188286983726566,0.9722689096978308,1.8653884870474824,0.00022893772893772894
15,user_next,harm_minus_neutral,1.4136028069758182,0.9081654416739574,1.919040172277679,0.00022893772893772894
15,user_next,suffer_minus_neutral,1.4131554575808407,0.8997607511010008,1.9265501640606806,0.007936507936507936
15,user_next,harm_minus_suffer,0.0004473493949773699,-0.30070441282537025,0.301599111615325,0.9979395604395604
15,moderator_next,harm_minus_neutral,1.182365757481742,0.6811792163305606,1.6835522986329237,0.0004578754578754579
15,moderator_next,suffer_minus_neutral,0.2163477830753,-0.3158939835309613,0.7485895496815613,0.35714285714285715
